are_you_selfemployed,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_companyorganization,is_your_primary_role_within_your_company_related_to_techit,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employerprovided_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_concerns_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,if_a_mental_health_issue_prompted_you_to_request_a_medical_leave_from_work_asking_for_that_leave_would_be,do_you_think_that_discussing_a_mental_health_disorder_with_your_employer_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_your_employer_would_have_negative_consequences,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_coworkers,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_direct_supervisors,do_you_feel_that_your_employer_takes_mental_health_as_seriously_as_physical_health,have_you_heard_of_or_observed_negative_consequences_for_coworkers_who_have_been_open_about_mental_health_issues_in_your_workplace,do_you_have_medical_coverage_private_insurance_or_stateprovided_which_includes_treatment_of_mental_health_issues,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_disorder,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_clients_or_business_contacts,if_you_have_revealed_a_mental_health_issue_to_a_client_or_business_contact_do_you_believe_this_has_impacted_you_negatively,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_coworkers_or_employees,if_you_have_revealed_a_mental_health_issue_to_a_coworker_or_employee_do_you_believe_this_has_impacted_you_negatively,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,do_you_have_previous_employers,have_your_previous_employers_provided_mental_health_benefits,were_you_aware_of_the_options_for_mental_health_care_provided_by_your_previous_employers,did_your_previous_employers_ever_formally_discuss_mental_health_as_part_of_a_wellness_campaign_or_other_official_communication,did_your_previous_employers_provide_resources_to_learn_more_about_mental_health_issues_and_how_to_seek_help,was_your_anonymity_protected_if_you_chose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_with_previous_employers,do_you_think_that_discussing_a_mental_health_disorder_with_previous_employers_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_previous_employers_would_have_negative_consequences,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_previous_coworkers,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_direct_supervisors,did_you_feel_that_your_previous_employers_took_mental_health_as_seriously_as_physical_health,did_you_hear_of_or_observe_negative_consequences_for_coworkers_with_mental_health_issues_in_your_previous_workplaces,would_you_be_willing_to_bring_up_a_physical_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not,would_you_bring_up_a_mental_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not1,do_you_feel_that_being_identified_as_a_person_with_a_mental_health_issue_would_hurt_your_career,do_you_think_that_team_memberscoworkers_would_view_you_more_negatively_if_they_knew_you_suffered_from_a_mental_health_issue,how_willing_would_you_be_to_share_with_friends_and_family_that_you_have_a_mental_illness,have_you_observed_or_experienced_an_unsupportive_or_badly_handled_response_to_a_mental_health_issue_in_your_current_or_previous_workplace,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_disorder_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,do_you_have_a_family_history_of_mental_illness,have_you_had_a_mental_health_disorder_in_the_past,do_you_currently_have_a_mental_health_disorder,if_yes_what_conditions_have_you_been_diagnosed_with,if_maybe_what_conditions_do_you_believe_you_have,have_you_been_diagnosed_with_a_mental_health_condition_by_a_medical_professional,if_so_what_conditions_were_you_diagnosed_with,have_you_ever_sought_treatment_for_a_mental_health_issue_from_a_mental_health_professional,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_being_treated_effectively,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_not_being_treated_effectively,what_is_your_age,what_is_your_gender,what_country_do_you_live_in,what_us_state_or_territory_do_you_live_in,what_country_do_you_work_in,what_us_state_or_territory_do_you_work_in,which_of_the_following_best_describes_your_work_position,do_you_work_remotely,gender_cleaned,gender_female,gender_male,gender_not specified,gender_other,country_grouped,country_Australia,country_Canada,country_France,country_Germany,country_Ireland,country_Netherlands,country_Other,country_Sweden,country_Switzerland,country_United Kingdom,country_United States,age_group,PCA1,PCA2,cluster
0,26-100,1.0,,Yes,I am not sure,0,0,I don't know,Somewhat difficult,,0.0,0.0,,I don't know,0.0,,,,,,,,,0,,,,,,,,,,,,1.0,,,,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,0.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,28.0,male,United States,Maryland,United States of America,Maryland,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.230063294933302,0.7151599697720825,2
0,More than 1000,1.0,,I don't know,I am not sure,0,I don't know,I don't know,I don't know,,0.0,,0.0,0,0.0,,,,,,,,,0,,,,,,,,,,,,,"It depends on what the issue was, if it was chronic or acute, etc. (if acute, probably wouldn't even mention it. Then again, if chronic, might be concerned that it would bias against them hiring me.)",0.0,I'd be worried it would bias them against hiring me.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,28.0,male,United States,Oregon,United States of America,Oregon,Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.1458328964824602,-1.9119226996125003,1
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",,"Sometimes, if it comes up",No,Unsure,,1,Some did,I was aware of some,None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,,,,Maybe,Maybe,Somewhat open,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,39.0,male,Switzerland,,Switzerland,,One-person shop,Sometimes,male,False,True,False,False,Switzerland,False,False,False,False,False,False,False,False,True,False,False,35-45,1.8963494108133576,0.8478973678242537,2
0,6-25,1.0,,Not eligible for coverage / N/A,,0,0,I don't know,Very difficult,,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,"Yes, all of them",,"I would have to read the room, it would  depend on how much i feel an employer expects of me.",0.0,stigma,Maybe,"No, I don't think they would",Not open at all,"Yes, I observed",1.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,0,,1,Not applicable to me,Sometimes,22.0,male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,<25,1.2394530383998532,-1.2140202015520725,0
0,26-100,1.0,,Yes,0,0,I don't know,I don't know,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,Some did,I was aware of some,None did,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,None of them,,Depends on how acute the issue was,,Depends on the acuteness of the problem ,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,0.0,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,31.0,male,United States,Massachusetts,United States of America,Massachusetts,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.897680029095482,0.5996351511411733,1
0,26-100,1.0,,No,,0,0,0,Somewhat difficult,,,0.0,0.0,0,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,1.0,Full disclosure,0.0,Prejudice ,Maybe,Maybe,Not applicable to me (I do not have a mental illness),,,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,29.0,male,United Kingdom,,United Kingdom,,Back-end Developer,Never,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-1.9630535682707078,-1.800458291268206,1
0,100-500,1.0,,No,0,0,0,I don't know,Somewhat easy,,,0.0,0.0,0,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,I don't know,"Yes, they all did",I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,0.0,It's non of their business. ,0.0,,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,,0,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,Not applicable to me,Sometimes,33.0,male,Israel,,Israel,,Supervisor/Team Lead|Back-end Developer,Never,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-0.47405033805425506,-1.9937053221906011,1
0,100-500,1.0,,I don't know,0,0,0,I don't know,Very easy,,0.0,,,I don't know,0.0,,,,,,,,,1,Some did,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,Some of them,0.0,Unsure of how they woud react.,0.0,Unsure of how they woud react.,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I experienced",0.0,0,0.0,0.0,,,0,,1,Sometimes,Rarely,37.0,male,Germany,,Germany,,Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,35-45,-1.3251661716728431,-0.38855415574736785,1
0,100-500,1.0,,I don't know,I am not sure,0,I don't know,I don't know,I don't know,0.0,0.0,,,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,None did,None of them,1.0,,,,Maybe,Maybe,Somewhat open,No,,0,0.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder|Asperger's",0,,0,Not applicable to me,Not applicable to me,42.0,male,United States,Texas,United States of America,Texas,Back-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-2.0874147320081247,0.31538626004852566,1
0,6-25,1.0,,I don't know,0,0,0,1,Somewhat easy,1.0,1.0,1.0,1.0,0,0.0,,,,,,,,,1,"No, none did","No, I only became aware later",None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,0.0,I feel that an interview is not enough time for an employer to make a rational judgement about whether or not the candidate can still do the job they're asking. I would not disclose my mental health condition to employers during an interview but perhaps prior to accepting an offering.,0.0,"Same as above,","Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,31.0,male,United Kingdom,,United Kingdom,,Other,Never,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,2.5390053420342307,-0.15723732289693562,0
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",1,"Sometimes, if it comes up",No,Yes,1-25%,1,Some did,I was aware of some,None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,1.0,"Especially if it would affect physical access to the location or equipment, it seems like it would be absolutely necessary.",,It depends on which aspect of mental health we're talking about :) Some are more stigmatized than others.,"Yes, it has",Maybe,Very open,,,1,,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder|Intimate Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Intimate Disorder",1,Rarely,Sometimes,34.0,male,United States,Oregon,United States of America,Oregon,Other|One-person shop|Designer|Front-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.3015875112996589,1.0322583448613045,2
1,,,,,,,,,,,,,,,,1.0,I know some,"Sometimes, if it comes up",1,"Sometimes, if it comes up",Yes,Yes,76-100%,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,,Depends on whether I thought it would have a negative impact on me getting the job,,Only if the job was for an organization or business run by or for people with similar issues.,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I observed",1.0,I don't know,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Dissociative Disorder|Autism",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Dissociative Disorder",1,Sometimes,Often,49.0,female,United States,Maryland,United States of America,Maryland,Support|Back-end Developer|Front-end Developer|One-person shop,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,2.141108738881539,0.5755464537855718,2
0,26-100,1.0,,Yes,1,1,1,I don't know,I don't know,,,,,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,,,,,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Stress Response Syndromes",0,,0,Not applicable to me,Sometimes,29.0,male,Canada,,Canada,,Back-end Developer|Front-end Developer,Never,male,False,True,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,-1.090418761971752,-0.3348616031656328,1
0,More than 1000,1.0,,Yes,1,0,0,I don't know,Very easy,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,,i don't know,,"it depends. my current job, i made an offhand reference to my therapist in the cover letter. but i also believed myself woefully underqualified at the time so I can't vouch for having taken the application completely seriously.","No, I don't think it would","No, I don't think they would",Somewhat open,No,,0,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,40.0,other,United States,Iowa,United States of America,Iowa,Back-end Developer,Sometimes,other,False,False,False,True,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.424657418838409,1.3887981102543803,2
0,26-100,1.0,,I don't know,0,0,I don't know,1,Somewhat easy,,,,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,"Depends in the interview, would it be relevant at that point, am I seriously interested in the job or not",,Same answer as physical,Maybe,"No, they do not",Very open,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Sometimes,Sometimes,46.0,female,Netherlands,,Netherlands,,Executive Leadership,Sometimes,female,True,False,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,45-60,1.5481152235107045,1.467561952319391,2
1,,,,,,,,,,,,,,,,1.0,I know some,"Sometimes, if it comes up",I'm not sure,Not applicable to me,Not applicable to me,Yes,1-25%,1,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,Some of them,,"It depends on the issue—if it affected my job, I would hope to feel comfortable bringing it up.",,"Same answer. But it would feel more raw and vulnerable. Having been self-employed now, I'd be a lot more selective about where I choose to interview, and opt myself out of places that wouldn't be empathetic and understanding.",Maybe,Maybe,Somewhat open,"Yes, I experienced",,1,,0.0,,,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,31.0,female,United States,Minnesota,United States of America,Minnesota,One-person shop|Designer|Sales|Support|Supervisor/Team Lead,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,0.4460365161100232,0.2781746078591818,2
0,100-500,0.0,1.0,Yes,0,1,I don't know,1,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,I don't know,"No, I only became aware later",None did,None did,"Yes, always",Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,1.0,"If the health issue was severe enough to affect my work, waiting to reveal it until after job start could easily result in resentment. All cards on the table.",,"Bit more taboo about mental health issues. At my last interview I did mention that I only worked well with interesting tasks (let's call it a light case of ADHD), but I did not problematize it.",Maybe,"No, I don't think they would",Somewhat open,No,,0,,,,Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder,0,,0,Sometimes,Sometimes,43.0,male,Denmark,,Denmark,,Back-end Developer,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,35-45,-1.5597690473050005,0.9878694195587086,1
1,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,I'm not sure,Not applicable to me,Not applicable to me,Yes,26-50%,0,,,,,,,,,,,,0.0,,0.0,,"Yes, I think it would",Maybe,Somewhat open,,,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,45.0,male,Germany,,Germany,,Back-end Developer|Front-end Developer|One-person shop,Sometimes,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,45-60,-1.8981652437325194,-1.5299343425713194,1
0,6-25,1.0,,No,0,0,0,I don't know,I don't know,1.0,0.0,0.0,0.0,I don't know,1.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,0.0,Your not get the job,0.0,Your not get the Job,"Yes, it has","Yes, they do",Not applicable to me (I do not have a mental illness),"Yes, I observed",1.0,0,,,,depersonalization disorder,0,,0,Rarely,Rarely,32.0,male,United Kingdom,,United Kingdom,,DevOps/SysAdmin|Support|Back-end Developer|One-person shop|Front-end Developer,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,0.5980455748144097,-3.7210238928264423,0
1,,,,,,,,,,,,,,,,1.0,I know some,"Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",No,Yes,1-25%,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,0.0,I feel I need to be able to physically do the job demands to be considered.,0.0,I feel I need to be able to physically and mentally do the job demands to be considered.,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,1.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Never,Sometimes,38.0,male,United States,Wisconsin,United States of America,Wisconsin,Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,2.259404855013305,0.12741579331610733,2
0,More than 1000,1.0,,Yes,1,0,1,I don't know,Very easy,,0.0,,0.0,I don't know,0.0,,,,,,,,,1,Some did,"No, I only became aware later",None did,Some did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,Some of them,1.0,Being open usually is the best,0.0,Bad experience,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,40.0,male,Netherlands,,Netherlands,,Executive Leadership,Sometimes,male,False,True,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,35-45,1.806617906691513,0.49900668565462897,2
0,26-100,0.0,1.0,No,I am not sure,0,0,I don't know,Neither easy nor difficult,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,"No, none did","Yes, I was aware of all of them",None did,None did,No,None of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,,,,Maybe,"No, I don't think they would",Somewhat not open,,,I don't know,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,38.0,male,Germany,,Germany,,DevOps/SysAdmin,Never,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,35-45,1.473677196165136,1.2019885857866157,2
0,100-500,1.0,,No,,0,0,I don't know,Very difficult,,0.0,,,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,Some did,Some of them,,,0.0,Because I wouldn't get the job.,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",,I don't know,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Psychotic Disorder (Schizophrenia, Schizoaffective, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder|Substance Use Disorder",1,Sometimes,Often,32.0,male,United Kingdom,,United Kingdom,,Back-end Developer,Never,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,1.6665976403232023,0.8157587971846465,2
0,More than 1000,0.0,1.0,I don't know,I am not sure,0,0,0,Somewhat difficult,1.0,,0.0,0.0,0,0.0,,,,,,,,,0,,,,,,,,,,,,,,,,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,,0,1.0,,,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,Sometimes,Sometimes,37.0,male,Mexico,,Mexico,,DevOps/SysAdmin|Support,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,35-45,0.1368224678554934,-2.7971724003984013,0
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",I'm not sure,Yes,76-100%,0,,,,,,,,,,,,,If it could affect my work I would,,"If it required me to I would, otherwise id try to keep it to myself. Dont want to be a burden or be labeled as somewhat disabled","Yes, I think it would","Yes, I think they would",Very open,,,1,1.0,1.0,Attention Deficit Hyperactivity Disorder,,1,Attention Deficit Hyperactivity Disorder,1,Often,Often,24.0,male,Sweden,,Sweden,,Support|Sales|Back-end Developer|Front-end Developer|Designer|One-person shop,Sometimes,male,False,True,False,False,Sweden,False,False,False,False,False,False,False,True,False,False,False,<25,1.6443080469240996,0.44875887791735053,2
1,,,,,,,,,,,,,,,,0.0,"Yes, I know several",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,1,"Yes, they all did",I was aware of some,None did,None did,No,Some of them,Some of them,"Yes, at all of my previous employers",Some of my previous employers,None did,Some of them,,Don't want to be viewed differently or like I need special treatment.,0.0,Don't want to give someone even just one reason not to hire me. Getting a job is hard enough.,"Yes, I think it would",Maybe,Somewhat open,No,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Addictive Disorder",0,,1,Rarely,Often,25.0,female,United States,Ohio,United States of America,Ohio,One-person shop|Designer,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-0.060234164961711904,-0.1462419190062034,2
0,6-25,1.0,,No,0,0,0,I don't know,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,1.0,,1.0,,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,24.0,male,United States,Minnesota,United States of America,Minnesota,Dev Evangelist/Advocate|DevOps/SysAdmin|Designer|Front-end Developer|Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,<25,-3.421358888586042,1.432000398568502,1
0,More than 1000,0.0,0.0,I don't know,I am not sure,0,0,I don't know,Very difficult,1.0,0.0,0.0,0.0,0,0.0,,,,,,,,,1,Some did,I was aware of some,None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,"If I really wanted the job I wouldn't necessarily bring it up until I knew that I was actually getting the job. I realize that legally I can't be discriminated against, but the odds would be against me.",0.0,Same as above.,Maybe,Maybe,Somewhat open,,,1,0.0,0.0,,,0,,1,Not applicable to me,Not applicable to me,34.0,female,United States,Ohio,United States of America,Ohio,Other,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-0.3906142279333782,-3.2074049926112758,0
1,,,,,,,,,,,,,,,,0.0,I know some,"No, because it doesn't matter",,"No, because it doesn't matter",Not applicable to me,Yes,26-50%,1,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,,"If I thought it might impact my performance of the job I'd mention it. And if my physical issue is obvious, but I knew it would NOY affect my ability to do the job, I would mention that.",0.0,"Because true or not, in my mind I would be taking myself out of the running for the position.",Maybe,Maybe,Somewhat open,"Yes, I observed",1.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder|Addictive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,55.0,male,United States,Pennsylvania,United States of America,Pennsylvania,One-person shop,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,2.1276196639380585,0.4227658474621218,2
0,100-500,0.0,1.0,Yes,1,0,1,I don't know,Neither easy nor difficult,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,"Yes, always",I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,1.0,Because they should know up front and it is illegal for them to not hire someone because of a physical impairment or issue,0.0,I wouldn't unless it was an obvious issue. ,Maybe,Maybe,Somewhat open,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Never,Often,32.0,male,United States,Minnesota,United States of America,Minnesota,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.3340324142969873,1.453149536077977,2
